source	target	paperCount
Choi, H	Hong, Y	1
Choi, H	Hripcsak, G	2
Choi, H	Jang, J	1
Choi, H	Jeong, C	1
Choi, H	Kim, J	3
Choi, H	Kim, K	1
Choi, H	Kim, S	1
Choi, H	Kim, W	1
Choi, H	Kim, Y	2
Choi, H	Lee, D	1
Choi, H	Lee, E	1
Choi, H	Lee, K	1
Choi, H	Lee, S	1
Choi, H	Natarajan, K	2
Choi, H	Ostropolets, A	2
Choi, H	Ottman, R	2
Choi, H	Park, J	1
Choi, H	Park, S	1
Choi, H	Park, Y	1
Choi, H	Rhee, H	1
Choi, H	Spotnitz, M	2
Choi, H	Waldman, G	2
Choi, H	Youngerman, B	2
Choi, I	Chung, Y	2
Choi, I	Im, Y	1
Choi, I	Joo, Y	2
Choi, I	Jung, S	1
Choi, I	Kim, B	3
Choi, I	Kim, J	3
Choi, I	Kim, K	3
Choi, I	Kim, S	2
Choi, I	Ko, S	3
Choi, I	Lee, H	2
Choi, I	Lee, S	1
Choi, I	Oh, S	1
Choi, I	Paeng, J	2
Choi, I	Park, J	1
Choi, I	Ryoo, H	2
Choi, I	Yoo, I	2
Choi, I	Yoo, S	2
Choi, I	Yoon, E	1
Choi, J	Chung, Y	1
Choi, J	Jeon, H	1
Choi, J	Jeong, C	1
Choi, J	Kim, H	1
Choi, J	Kim, J	1
Choi, J	Kim, K	1
Choi, J	Kim, S	3
Choi, J	Lee, D	1
Choi, J	Lee, J	1
Choi, J	Lee, K	1
Choi, J	Lee, S	1
Choi, J	Ohno-Machado, L	1
Choi, J	Park, C	1
Choi, J	Park, D	1
Choi, J	Park, J	2
Choi, J	Park, R	3
Choi, J	Roh, J	1
Choi, J	Ryu, B	1
Choi, J	Sung, J	1
Choi, J	Weng, C	1
Choi, J	Yang, K	1
Choi, J	Yoo, S	1
Choi, J	You, S	2
Choi, S	Hwang, H	2
Choi, S	Jeon, Y	2
Choi, S	Joo, H	1
Choi, S	Kim, H	2
Choi, S	Kim, J	5
Choi, S	Kim, K	2
Choi, S	Kim, M	1
Choi, S	Kim, S	2
Choi, S	Kim, Y	1
Choi, S	Lee, S	2
Choi, S	Lee, Y	2
Choi, S	Park, K	1
Choi, S	Yi, S	2
Choi, S	Yoo, S	2
Choi, Y	Drakos, I	1
Choi, Y	DuVall, S	2
Choi, Y	Duarte-Salles, T	2
Choi, Y	Falconer, T	2
Choi, Y	Fernandez-Bertolin, S	2
Choi, Y	Hripcsak, G	2
Choi, Y	Jonnagaddala, J	2
Choi, Y	Kaas-Hansen, B	2
Choi, Y	Kim, C	2
Choi, Y	Kim, H	1
Choi, Y	Kim, K	1
Choi, Y	Kim, Y	1
Choi, Y	Kors, J	1
Choi, Y	Kostka, K	2
Choi, Y	Liaw, S	2
Choi, Y	Lynch, K	2
Choi, Y	Markus, A	2
Choi, Y	Matheny, M	2
Choi, Y	Morales, D	2
Choi, Y	Nyberg, F	2
Choi, Y	Ostropolets, A	1
Choi, Y	Park, D	1
Choi, Y	Park, R	3
Choi, Y	Prats-Uribe, A	1
Choi, Y	Pratt, N	1
Choi, Y	Prieto-Alhambra, D	2
Choi, Y	Rao, G	2
Choi, Y	Reich, C	2
Choi, Y	Reps, J	2
Choi, Y	Rho, Y	1
Choi, Y	Rijnbeek, P	2
Choi, Y	Ryan, P	2
Choi, Y	Shoaibi, A	2
Choi, Y	Spotnitz, M	2
Choi, Y	Steyerberg, E	2
Choi, Y	Suchard, M	2
Choi, Y	Williams, A	2
Choi, Y	Williams, R	2
Choi, Y	Yang, C	2
Choi, Y	You, S	2
Choi, Y	Zhang, L	2
Chung, Y	Joo, Y	1
Chung, Y	Kim, B	2
Chung, Y	Kim, J	1
Chung, Y	Kim, K	3
Chung, Y	Kim, S	5
Chung, Y	Kim, T	1
Chung, Y	Ko, S	2
Chung, Y	Lee, D	2
Chung, Y	Lee, H	1
Chung, Y	Lee, J	1
Chung, Y	Lee, K	3
Chung, Y	Mun, Y	2
Chung, Y	Paeng, J	1
Chung, Y	Park, C	1
Chung, Y	Park, J	1
Chung, Y	Park, K	2
Chung, Y	Park, R	2
Chung, Y	Park, S	2
Chung, Y	Park, Y	2
Chung, Y	Roh, Y	2
Chung, Y	Ryoo, H	1
Chung, Y	Song, J	2
Chung, Y	Woo, S	2
Chung, Y	Yoo, I	1
Chung, Y	Yoo, S	3
Chung, Y	You, S	1
Chute, C	Cimino, J	2
Chute, C	Coleman, B	3
Chute, C	DeWitt, P	2
Chute, C	Deer, R	3
Chute, C	Denham, A	2
Chute, C	Dorr, D	1
Chute, C	Eckrich, D	1
Chute, C	Fontana, T	3
Chute, C	Gabriel, D	5
Chute, C	Garibaldi, B	2
Chute, C	Gersing, K	3
Chute, C	Girvin, A	7
Chute, C	Gold, S	1
Chute, C	Guinney, J	3
Chute, C	Haendel, M	11
Chute, C	Hajagos, J	4
Chute, C	Hanauer, D	1
Chute, C	Harris, N	2
Chute, C	Hill, E	2
Chute, C	Hong, S	5
Chute, C	Jiang, G	2
Chute, C	Jimenez, H	2
Chute, C	Johnson, S	2
Chute, C	Kahn, M	2
Chute, C	Karlebach, G	3
Chute, C	Kavuluru, R	2
Chute, C	Klann, J	1
Chute, C	Kostka, K	7
Chute, C	Lee, A	2
Chute, C	Lehmann, H	5
Chute, C	Levitt, E	2
Chute, C	Liu, S	1
Chute, C	Loomba, J	2
Chute, C	Madlock-Brown, C	1
Chute, C	Mallipattu, S	2
Chute, C	Manna, A	6
Chute, C	McMurry, J	7
Chute, C	Meystre, S	1
Chute, C	Miller, R	1
Chute, C	Moffitt, R	9
Chute, C	Morris, M	4
Chute, C	Mungall, C	2
Chute, C	Murphy, S	1
Chute, C	Muschelli, J	2
Chute, C	Natarajan, K	1
Chute, C	Neumann, A	2
Chute, C	Niehaus, E	3
Chute, C	Palchuk, M	5
Chute, C	Patel, L	1
Chute, C	Pfaff, E	12
Chute, C	Phuong, J	1
Chute, C	Prud'hommeaux, E	1
Chute, C	Qian, Z	3
Chute, C	Qureshi, N	5
Chute, C	Reese, J	3
Chute, C	Robinson, P	4
Chute, C	Ruddy, K	1
Chute, C	Russell, S	2
Chute, C	Saltz, J	4
Chute, C	Setoguchi, S	1
Chute, C	Shah, N	1
Chute, C	Sharma, D	1
Chute, C	Singh, J	2
Chute, C	Solbrig, H	1
Chute, C	Spratt, H	5
Chute, C	Suver, C	2
Chute, C	Valentini, G	3
Chute, C	Visweswaran, S	2
Chute, C	Walden, A	5
Chute, C	Walters, K	3
Chute, C	Weber, G	1
Chute, C	Wen, A	1
Chute, C	Wilcox, A	1
Chute, C	Williams, A	6
Chute, C	Wooldridge, J	3
Chute, C	Yoo, Y	4
Chute, C	Yu, Y	2
Chute, C	Zhang, X	5
Chute, C	Zhu, R	5
Chute, C	Zong, N	2
Chuter, A	Hobbs, F	1
Chuter, A	Horban, S	1
Chuter, A	Joy, M	1
Chuter, A	Murphy, S	1
Chuter, A	Sheikh, A	2
Chuter, A	Williams, R	1
Chuter, A	de Lusignan, S	1
Cimino, J	Daniel, C	1
Cimino, J	Dorr, D	1
Cimino, J	Eckrich, D	1
Cimino, J	Gabriel, D	2
Cimino, J	Ganslandt, T	1
Cimino, J	Gersing, K	1
Cimino, J	Girvin, A	2
Cimino, J	Gold, S	1
Cimino, J	Gradinger, T	1
Cimino, J	Griffon, N	1
Cimino, J	Guinney, J	1
Cimino, J	Haendel, M	2
Cimino, J	Hajagos, J	1
Cimino, J	Hanauer, D	2
Cimino, J	Haverkamp, C	1
Cimino, J	Hilka, M	1
Cimino, J	Holmes, J	1
Cimino, J	Hong, S	2
Cimino, J	Huser, V	1
Cimino, J	Johnson, S	1
Cimino, J	Kahn, M	1
Cimino, J	Kiryluk, K	1
Cimino, J	Klann, J	2
Cimino, J	Kostka, K	2
Cimino, J	Kraska, D	1
Cimino, J	Lee, A	1
Cimino, J	Lehmann, H	2
Cimino, J	Leprovost, D	1
Cimino, J	Liu, C	1
Cimino, J	Loomba, J	1
Cimino, J	Manna, A	2
Cimino, J	McMurry, J	1
Cimino, J	Meystre, S	1
Cimino, J	Miller, R	1
Cimino, J	Minty, E	1
Cimino, J	Moffitt, R	1
Cimino, J	Mohan, S	1
Cimino, J	Moore, J	1
Cimino, J	Morris, M	2
Cimino, J	Murphy, S	3
Cimino, J	Natarajan, K	2
Cimino, J	Ngiam, K	1
Cimino, J	Niehaus, E	1
Cimino, J	Ostropolets, A	1
Cimino, J	Pacheco, J	1
Cimino, J	Palchuk, M	2
Cimino, J	Pang, C	1
Cimino, J	Paris, N	1
Cimino, J	Patel, L	2
Cimino, J	Pfaff, E	2
Cimino, J	Phuong, J	1
Cimino, J	Prokosch, H	1
Cimino, J	Qureshi, N	2
Cimino, J	Robinson, P	1
Cimino, J	Saltz, J	1
Cimino, J	Serre, P	1
Cimino, J	Setoguchi, S	1
Cimino, J	Solbrig, H	1
Cimino, J	Spotnitz, M	1
Cimino, J	Spratt, H	1
Cimino, J	Suver, C	2
Cimino, J	Visweswaran, S	2
Cimino, J	Walden, A	2
Cimino, J	Walters, K	2
Cimino, J	Walunas, T	1
Cimino, J	Weber, G	2
Cimino, J	Wei, W	1
Cimino, J	Weng, C	1
Cimino, J	Wilcox, A	1
Cimino, J	Williams, A	1
Cimino, J	Yi, S	1
Cimino, J	Zhang, X	2
Cimino, J	Zhu, R	2
Clausen, J	Drakos, I	1
Clausen, J	Gögenur, I	2
Clausen, J	Gögenur, M	2
Clausen, J	Lin, V	2
Clausen, J	Rijnbeek, P	1
Clausen, J	Rosen, A	2
Clausen, J	Tsouchnika, A	2
Clausen, J	Walbech, J	2
Colborn, K	Rosenberg, M	2
Colborn, K	Smith, D	1
Colborn, K	Tiwari, P	2
Coleman, B	Deer, R	2
Coleman, B	Denny, J	1
Coleman, B	Fontana, T	3
Coleman, B	Haendel, M	4
Coleman, B	Harris, N	2
Coleman, B	Hripcsak, G	1
Coleman, B	Kahn, M	1
Coleman, B	Karlebach, G	3
Coleman, B	Kostka, K	1
Coleman, B	Loomba, J	1
Coleman, B	Madlock-Brown, C	1
Coleman, B	McMurry, J	3
Coleman, B	Meeker, D	1
Coleman, B	Moffitt, R	3
Coleman, B	Mungall, C	2
Coleman, B	Ostropolets, A	1
Coleman, B	Pfaff, E	2
Coleman, B	Reese, J	4
Coleman, B	Robinson, P	4
Coleman, B	Ryan, P	1
Coleman, B	Singh, J	2
Coleman, B	Spratt, H	2
Coleman, B	Valentini, G	3
Coleman, B	Williams, A	4
Coleman, B	Zhang, X	1
Coloma, P	Gini, R	4
Coloma, P	Herings, R	3
Coloma, P	Innocenti, F	2
Coloma, P	Klazinga, N	1
Coloma, P	Lapi, F	1
Coloma, P	Madigan, D	1
Coloma, P	Mayer, M	1
Coloma, P	Mazzaglia, G	2
Coloma, P	Oliveira, J	1
Coloma, P	Pasqua, A	1
Coloma, P	Pedersen, L	3
Coloma, P	Picelli, G	2
Coloma, P	Reisberg, S	1
Coloma, P	Rijnbeek, P	3
Coloma, P	Roberto, G	1
Coloma, P	Ryan, P	2
Coloma, P	Schuemie, M	6
Coloma, P	Straatman, H	2
Coloma, P	Sturkenboom, M	5
Coloma, P	Trifirò, G	4
Coloma, P	van der Lei, J	5
Comtois, K	Damschroder, L	4
Comtois, K	Dishion, T	4
Comtois, K	Hallgren, K	2
Comtois, K	Harker, C	4
Comtois, K	Kerns, S	4
Comtois, K	Kim, B	2
Comtois, K	Kim, M	2
Comtois, K	Lane, J	2
Comtois, K	Lewis, C	4
Comtois, K	Liu, F	2
Comtois, K	Mandell, D	4
Comtois, K	Marriott, B	4
Comtois, K	Matthieu, M	4
Comtois, K	Meza, R	4
Comtois, K	Pullmann, M	4
Comtois, K	Rosen, C	4
Comtois, K	Smith, B	4
Comtois, K	Smith, J	4
Comtois, K	Weaver, S	4
Conover, M	Culhane, A	1
Conover, M	Davydov, A	1
Conover, M	DuVall, S	4
Conover, M	Duarte-Salles, T	4
Conover, M	Dymshyts, D	1
Conover, M	Falconer, T	3
Conover, M	Fernandez-Bertolin, S	2
Conover, M	Fišter, K	1
Conover, M	Hardin, J	1
Conover, M	Hester, L	1
Conover, M	Hripcsak, G	4
Conover, M	Kaas-Hansen, B	1
Conover, M	Kent, S	1
Conover, M	Khosla, S	1
Conover, M	Kolovos, S	1
Conover, M	Kostka, K	4
Conover, M	Krumholz, H	1
Conover, M	Lambert, C	2
Conover, M	Lane, J	2
Conover, M	Lynch, K	4
Conover, M	Makadia, R	1
Conover, M	Matheny, M	4
Conover, M	Mehta, P	1
Conover, M	Morales, D	4
Conover, M	Morgan-Stewart, H	1
Conover, M	Mosseveld, M	1
Conover, M	Newby, D	1
Conover, M	Nishimura, A	2
Conover, M	Nyberg, F	2
Conover, M	Ostropolets, A	1
Conover, M	Park, R	2
Conover, M	Prats-Uribe, A	2
Conover, M	Pratt, N	3
Conover, M	Prieto-Alhambra, D	4
Conover, M	Rao, G	1
Conover, M	Reich, C	3
Conover, M	Reps, J	3
Conover, M	Rijnbeek, P	4
Conover, M	Ryan, P	4
Conover, M	Sathappan, S	1
Conover, M	Schuemie, M	4
Conover, M	Seager, S	1
Conover, M	Sena, A	4
Conover, M	Shoaibi, A	3
Conover, M	Spotnitz, M	1
Conover, M	Suchard, M	4
Conover, M	Sung, C	1
Conover, M	Torre, C	1
Conover, M	Vizcaya, D	1
Conover, M	Weaver, J	4
Conover, M	Wen, H	1
Conover, M	Williams, A	1
Conover, M	Williams, R	1
Conover, M	Xie, J	3
Conover, M	You, S	3
Conover, M	Zhang, L	2
Conover, M	Zhuk, O	1
Conover, M	de Wilde, M	1
Conover, M	van Bochove, K	1
Conover, M	van der Lei, J	1
Cornet, R	De Keizer, N	2
Cornet, R	Puttmann, D	2
Cricelli, I	Dal Co, G	2
Cricelli, I	Francesconi, P	2
Cricelli, I	Gini, R	2
Cricelli, I	Klazinga, N	2
Cricelli, I	Lapi, F	2
Cricelli, I	Mazzaglia, G	1
Cricelli, I	Pasqua, A	2
Cricelli, I	Roberto, G	1
Cricelli, I	Schuemie, M	2
Cricelli, I	Sturkenboom, M	2
Croner, R	Erpenbeck, M	2
Croner, R	Gruendner, J	2
Croner, R	Gulden, C	2
Croner, R	Kapsner, L	2
Croner, R	Mate, S	2
Croner, R	Prokosch, H	2
Croner, R	Schwachhofer, T	2
Croner, R	Sippl, P	2
Croner, R	Stürzl, M	2
Croner, R	Toddenroth, D	2
Croner, R	Wolf, N	2
Croner, R	Zierk, J	2
Culhane, A	Davydov, A	3
Culhane, A	Dawoud, D	1
Culhane, A	Defalco, F	3
Culhane, A	DuVall, S	4
Culhane, A	Duarte-Salles, T	4
Culhane, A	Dymshyts, D	1
Culhane, A	Falconer, T	3
Culhane, A	Fernandez-Bertolin, S	4
Culhane, A	Fišter, K	1
Culhane, A	Gao, W	2
Culhane, A	Golozar, A	3
Culhane, A	Gong, M	1
Culhane, A	Hardin, J	3
Culhane, A	Hester, L	2
Culhane, A	Hripcsak, G	4
Culhane, A	Huser, V	2
Culhane, A	Jeon, H	3
Culhane, A	Jing, Y	2
Culhane, A	Jonnagaddala, J	1
Culhane, A	Jung, C	2
Culhane, A	Kaas-Hansen, B	3
Culhane, A	Kaduk, D	2
Culhane, A	Kent, S	3
Culhane, A	Khosla, S	1
Culhane, A	Kim, Y	2
Culhane, A	Kolovos, S	3
Culhane, A	Kostka, K	4
Culhane, A	Lai, L	1
Culhane, A	Lambert, C	1
Culhane, A	Lane, J	3
Culhane, A	Lee, H	2
Culhane, A	Lynch, K	4
Culhane, A	Makadia, R	3
Culhane, A	Matheny, M	4
Culhane, A	Mehta, P	3
Culhane, A	Morales, D	4
Culhane, A	Morgan-Stewart, H	1
Culhane, A	Mosseveld, M	1
Culhane, A	Natarajan, K	3
Culhane, A	Newby, D	1
Culhane, A	Nyberg, F	4
Culhane, A	Ostropolets, A	4
Culhane, A	Park, J	2
Culhane, A	Park, R	3
Culhane, A	Pistillo, A	1
Culhane, A	Posada, J	3
Culhane, A	Prats-Uribe, A	4
Culhane, A	Prieto-Alhambra, D	4
Culhane, A	Puente, D	1
Culhane, A	Rao, G	3
Culhane, A	Recalde, M	1
Culhane, A	Reich, C	4
Culhane, A	Reps, J	1
Culhane, A	Rho, Y	2
Culhane, A	Rijnbeek, P	3
Culhane, A	Rivera, D	1
Culhane, A	Roel, E	1
Culhane, A	Ryan, P	4
Culhane, A	Sathappan, S	1
Culhane, A	Schilling, L	3
Culhane, A	Schuemie, M	3
Culhane, A	Seager, S	1
Culhane, A	Sena, A	4
Culhane, A	Shah, K	1
Culhane, A	Shah, N	3
Culhane, A	Shoaibi, A	3
Culhane, A	Song, S	2
Culhane, A	Spotnitz, M	3
Culhane, A	Subbian, V	1
Culhane, A	Suchard, M	4
Culhane, A	Swerdel, J	2
Culhane, A	Tan, E	1
Culhane, A	Torre, C	1
Culhane, A	Vizcaya, D	3
Culhane, A	Volpe, S	2
Culhane, A	Weaver, J	1
Culhane, A	Wen, H	3
Culhane, A	Williams, A	2
Culhane, A	Xie, J	1
Culhane, A	Yimer, B	2
Culhane, A	You, S	3
Culhane, A	Zhang, L	4
Culhane, A	Zhang, Y	1
Culhane, A	Zhuk, O	3
Culhane, A	de Wilde, M	1
Culhane, A	van der Lei, J	1
D'Agostino, R	Dabelea, D	4
D'Agostino, R	Dolan, L	2
D'Agostino, R	Hamman, R	4
D'Agostino, R	Hockett, C	4
D'Agostino, R	Isom, S	4
D'Agostino, R	Jensen, E	4
D'Agostino, R	Kahn, M	4
D'Agostino, R	Lawrence, J	4
D'Agostino, R	Madhu, S	2
D'Agostino, R	Mayer-Davis, E	4
D'Agostino, R	Mohan, V	4
D'Agostino, R	Ong, T	4
D'Agostino, R	Pihoker, C	2
D'Agostino, R	Praveen, P	4
D'Agostino, R	Tandon, N	4
Dabelea, D	Dolan, L	2
Dabelea, D	Hamman, R	4
Dabelea, D	Hockett, C	4
Dabelea, D	Isom, S	4
Dabelea, D	Jensen, E	4
Dabelea, D	Kahn, M	4
Dabelea, D	Lawrence, J	4
Dabelea, D	Madhu, S	2
Dabelea, D	Mayer-Davis, E	4
Dabelea, D	Mohan, V	4
Dabelea, D	Ong, T	4
Dabelea, D	Pihoker, C	2
Dabelea, D	Praveen, P	4
Dabelea, D	Tandon, N	4
Dahm, L	Denaxas, S	1
Dahm, L	Duarte-Salles, T	1
Dahm, L	Fraboulet, C	1
Dahm, L	Gabriel, D	1
Dahm, L	Hogarth, M	1
Dahm, L	Horban, S	1
Dahm, L	Hripcsak, G	1
Dahm, L	John, L	1
Dahm, L	Kahn, M	1
Dahm, L	Kim, K	1
Dahm, L	Kolde, R	1
Dahm, L	Le Carrour, T	1
Dahm, L	Makadia, R	1
Dahm, L	Maljković, F	1
Dahm, L	Martinez Roldan, J	1
Dahm, L	Matheny, M	1
Dahm, L	Mayer, M	1
Dahm, L	Meeker, D	1
Dahm, L	Minty, E	1
Dahm, L	Morales, D	1
Dahm, L	Natarajan, K	1
Dahm, L	Nyberg, F	1
Dahm, L	Ohno-Machado, L	1
Dahm, L	Ostropolets, A	1
Dahm, L	Papez, V	1
Dahm, L	Pistillo, A	1
Dahm, L	Posada, J	1
Dahm, L	Prieto-Alhambra, D	1
Dahm, L	Ramírez-Anguita, J	1
Dahm, L	Rao, G	1
Dahm, L	Reich, C	1
Dahm, L	Rijnbeek, P	1
Dahm, L	Roel, E	1
Dahm, L	Ryan, P	1
Dahm, L	Schuemie, M	1
Dahm, L	Sena, A	1
Dahm, L	Shah, N	1
Dahm, L	Shoaibi, A	1
Dahm, L	Suchard, M	1
Dahm, L	Vashisht, R	1
Dahm, L	Voss, E	1
Dahm, L	de Wilde, M	1
Dal Co, G	Francesconi, P	2
Dal Co, G	Gini, R	2
Dal Co, G	Klazinga, N	2
Dal Co, G	Lapi, F	2
Dal Co, G	Mazzaglia, G	1
Dal Co, G	Pasqua, A	2
Dal Co, G	Roberto, G	1
Dal Co, G	Schuemie, M	2
Dal Co, G	Sturkenboom, M	2
Damschroder, L	Dishion, T	4
Damschroder, L	Hallgren, K	2
Damschroder, L	Harker, C	4
Damschroder, L	Kerns, S	4
Damschroder, L	Kim, B	2
Damschroder, L	Kim, M	2
Damschroder, L	Lane, J	2
Damschroder, L	Lewis, C	4
Damschroder, L	Liu, F	2
Damschroder, L	Mandell, D	4
Damschroder, L	Marriott, B	4
Damschroder, L	Matthieu, M	4
Damschroder, L	Meza, R	4
Damschroder, L	Pullmann, M	4
Damschroder, L	Rosen, C	4
Damschroder, L	Smith, B	4
Damschroder, L	Smith, J	4
Damschroder, L	Weaver, S	4
Daniel, C	Ganslandt, T	1
Daniel, C	Gradinger, T	1
Daniel, C	Griffon, N	2
Daniel, C	Hanauer, D	1
Daniel, C	Haverkamp, C	1
Daniel, C	Hilka, M	2
Daniel, C	Holmes, J	1
Daniel, C	Kalra, D	2
Daniel, C	Klann, J	1
Daniel, C	Kraska, D	1
Daniel, C	Leprovost, D	2
Daniel, C	Moore, J	1
Daniel, C	Murphy, S	1
Daniel, C	Ngiam, K	1
Daniel, C	Paris, N	1
Daniel, C	Patel, L	1
Daniel, C	Prokosch, H	1
Daniel, C	Serre, P	2
Daniel, C	Weber, G	1
Daniel, C	Yi, S	1
Datta, D	Dudley, J	1
Datta, D	Frazier, R	2
Datta, D	Giangreco, N	2
Datta, D	Glicksberg, B	2
Datta, D	Johnson, K	1
Datta, D	Larsen, R	2
Datta, D	Lee, N	2
Datta, D	Li, L	1
Datta, D	Miotto, R	1
Datta, D	Oskotsky, B	2
Datta, D	Rudrapatna, V	2
Datta, D	Shervey, M	1
Datta, D	Tatonetti, N	2
Datta, D	Thangaraj, P	2
Davidson, B	Johnson, S	1
Davidson, B	Kahn, M	2
Davidson, B	Liaw, S	1
Davidson, B	Meeker, D	2
Davidson, B	Ong, T	1
Davidson, B	Ryan, P	2
Davidson, B	Schilling, L	2
Davidson, B	Shang, N	1
Davidson, B	Weiskopf, N	2
Davidson, B	Weng, C	1
Davidson, B	Williams, A	1
Davidson, B	Zozus, M	2
Davydov, A	Defalco, F	2
Davydov, A	DuVall, S	3
Davydov, A	Duarte-Salles, T	3
Davydov, A	Dymshyts, D	1
Davydov, A	Falconer, T	2
Davydov, A	Fernandez-Bertolin, S	3
Davydov, A	Fišter, K	1
Davydov, A	Gao, W	2
Davydov, A	Golozar, A	2
Davydov, A	Hardin, J	3
Davydov, A	Hester, L	1
Davydov, A	Hripcsak, G	3
Davydov, A	Huser, V	2
Davydov, A	Jeon, H	2
Davydov, A	Jing, Y	2
Davydov, A	Jung, C	2
Davydov, A	Kaas-Hansen, B	3
Davydov, A	Kaduk, D	3
Davydov, A	Kent, S	3
Davydov, A	Khosla, S	1
Davydov, A	Kim, Y	2
Davydov, A	Kolovos, S	3
Davydov, A	Kostka, K	3
Davydov, A	Lambert, C	1
Davydov, A	Lane, J	3
Davydov, A	Lee, H	2
Davydov, A	Li, Y	1
Davydov, A	Lynch, K	3
Davydov, A	Makadia, R	3
Davydov, A	Matheny, M	3
Davydov, A	Mehta, P	3
Davydov, A	Morales, D	3
Davydov, A	Morgan-Stewart, H	1
Davydov, A	Mosseveld, M	1
Davydov, A	Natarajan, K	2
Davydov, A	Newby, D	1
Davydov, A	Nyberg, F	3
Davydov, A	Ostropolets, A	3
Davydov, A	Park, J	2
Davydov, A	Park, R	3
Davydov, A	Posada, J	2
Davydov, A	Prats-Uribe, A	3
Davydov, A	Prieto-Alhambra, D	3
Davydov, A	Rao, G	3
Davydov, A	Reich, C	4
Davydov, A	Reps, J	1
Davydov, A	Rho, Y	2
Davydov, A	Rijnbeek, P	3
Davydov, A	Ryan, P	3
Davydov, A	Sathappan, S	1
Davydov, A	Schilling, L	2
Davydov, A	Schuemie, M	3
Davydov, A	Seager, S	1
Davydov, A	Sena, A	3
Davydov, A	Shah, N	2
Davydov, A	Shoaibi, A	3
Davydov, A	Song, S	2
Davydov, A	Spotnitz, M	3
Davydov, A	Suchard, M	3
Davydov, A	Sun, H	1
Davydov, A	Swerdel, J	2
Davydov, A	Torre, C	1
Davydov, A	Vizcaya, D	3
Davydov, A	Volpe, S	2
Davydov, A	Weaver, J	1
Davydov, A	Wen, H	3
Davydov, A	Williams, A	2
Davydov, A	Xie, J	1
Davydov, A	Yao, L	1
Davydov, A	Yimer, B	2
Davydov, A	You, S	3
Davydov, A	Zhang, L	3
Davydov, A	Zhuk, O	3
Davydov, A	de Wilde, M	1
Davydov, A	van der Lei, J	1
Dawoud, D	Defalco, F	3
Dawoud, D	Dorr, D	2
Dawoud, D	DuVall, S	7
Dawoud, D	Duarte-Salles, T	7
Dawoud, D	Falconer, T	5
Dawoud, D	Fernandez-Bertolin, S	5
Dawoud, D	Fortin, S	2
Dawoud, D	Galvan, Y	2
Dawoud, D	Golozar, A	8
Dawoud, D	Gong, M	7
Dawoud, D	Guan, Y	2
Dawoud, D	Harle, C	2
Dawoud, D	He, X	2
Dawoud, D	Hester, L	1
Dawoud, D	Horcajada, J	2
Dawoud, D	Hripcsak, G	7
Dawoud, D	Hughes, N	1
Dawoud, D	Huser, V	2
Dawoud, D	Jeon, H	1
Dawoud, D	Jonnagaddala, J	4
Dawoud, D	Jung, C	2
Dawoud, D	Kent, S	1
Dawoud, D	Khalid, S	2
Dawoud, D	Kohler, J	2
Dawoud, D	Kostka, K	8
Dawoud, D	Lai, L	8
Dawoud, D	Lane, J	3
Dawoud, D	Lipori, G	2
Dawoud, D	Liu, L	3
Dawoud, D	Lynch, K	8
Dawoud, D	Magoc, T	2
Dawoud, D	Martinez Roldan, J	2
Dawoud, D	Matheny, M	8
Dawoud, D	Mehta, P	2
Dawoud, D	Minty, E	4
Dawoud, D	Morales, D	7
Dawoud, D	Natarajan, K	4
Dawoud, D	Nyberg, F	8
Dawoud, D	Ostropolets, A	6
Dawoud, D	Park, J	2
Dawoud, D	Park, R	2
Dawoud, D	Pistillo, A	5
Dawoud, D	Posada, J	8
Dawoud, D	Prats-Uribe, A	7
Dawoud, D	Prieto-Alhambra, D	7
Dawoud, D	Puente, D	2
Dawoud, D	Recalde, M	8
Dawoud, D	Reich, C	8
Dawoud, D	Reyes, C	1
Dawoud, D	Rijnbeek, P	7
Dawoud, D	Rivera, D	1
Dawoud, D	Roel, E	6
Dawoud, D	Ryan, P	8
Dawoud, D	Schilling, L	7
Dawoud, D	Schuff, R	2
Dawoud, D	Seager, S	2
Dawoud, D	Sena, A	8
Dawoud, D	Shah, K	7
Dawoud, D	Shah, N	8
Dawoud, D	Song, S	2
Dawoud, D	Spotnitz, M	3
Dawoud, D	Subbian, V	6
Dawoud, D	Suchard, M	7
Dawoud, D	Tan, E	4
Dawoud, D	Thomas, J	2
Dawoud, D	Valveny, N	3
Dawoud, D	Verhamme, K	1
Dawoud, D	Vizcaya, D	3
Dawoud, D	Weiskopf, N	2
Dawoud, D	Wilcox, A	2
Dawoud, D	Williams, A	2
Dawoud, D	Yang, Y	1
Dawoud, D	You, S	6
Dawoud, D	Zhang, L	5
Dawoud, D	Zhang, Y	2
Dawoud, D	Zhu, H	4
Dawoud, D	de Maeztu, G	3
Daza, J	Ebert, M	2
Daza, J	Falconer, T	2
Daza, J	Hripcsak, G	2
Daza, J	Itzel, T	2
Daza, J	Park, J	2
Daza, J	Park, R	2
Daza, J	Teufel, A	2
Daza, J	Wiest, I	2
De Keizer, N	Puttmann, D	2
De La Iglesia-Vayá, M	Domenech-Fernández, J	2
De La Iglesia-Vayá, M	García-García, F	2
De La Iglesia-Vayá, M	Gómez-Ádrian, J	2
De La Iglesia-Vayá, M	Montell-Serrano, J	2
De La Iglesia-Vayá, M	Nadal-Almela, S	2
De La Iglesia-Vayá, M	Oliver-Garcia, E	2
De La Iglesia-Vayá, M	Saborit-Torres, J	2
